image,source,source_version,missing_updates,urgency,status,fixed,debianbug,cve
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-7304
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-7303
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-7302
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-7301
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-7300
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-12934
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2018-7643
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2018-7642
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-17360
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-12972
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-13033
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2018-6872
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-19931
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-14729
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2018-10534
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2018-10535
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-9077
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-9071
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-9070
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-9073
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-14333
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-12698
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,low,open,undefined,undefined,CVE-2017-14130
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-14250
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-20651
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-12697
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2018-6543
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-9954
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-9955
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,low,open,undefined,undefined,CVE-2017-14939
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,low,open,undefined,undefined,CVE-2017-14938
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,low,open,undefined,undefined,CVE-2017-14934
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,low,open,undefined,undefined,CVE-2017-14933
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,low,open,undefined,undefined,CVE-2017-14932
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,low,open,undefined,undefined,CVE-2017-14930
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-8398
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-8393
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-8395
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-14529
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-8397
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-8396
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2017-13716
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-13710
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-1010204
vpecquerie/mysql,binutils,2.25-5+deb8u1,0,low,open,undefined,840889,CVE-2016-6131
vpecquerie/mysql,bzip2,1.0.6-7,0,not yet assigned,resolved,1.0.6-7+deb8u1,930886,CVE-2019-12900
vpecquerie/mysql,bzip2,1.0.6-7,0,not yet assigned,resolved,1.0.6-7+deb8u1,827744,CVE-2016-3189
vpecquerie/mysql,coreutils,8.23-4,0,low,open,undefined,816320,CVE-2016-2781
vpecquerie/mysql,coreutils,8.23-4,0,unimportant,open,undefined,undefined,CVE-2017-18018
vpecquerie/mysql,cryptsetup,2:1.6.6-5,0,unimportant,open,undefined,undefined,CVE-2016-4484
vpecquerie/mysql,dpkg,1.17.27,0,unimportant,open,undefined,undefined,CVE-2017-8283
vpecquerie/mysql,e2fsprogs,1.42.12-2,0,not yet assigned,resolved,1.42.12-2+deb8u1,941139,CVE-2019-5094
vpecquerie/mysql,e2fsprogs,1.42.12-2,0,not yet assigned,open,undefined,948508,CVE-2019-5188
vpecquerie/mysql,file,1:5.22+15-2+deb8u4,0,not yet assigned,resolved,1:5.22+15-2+deb8u5,922968,CVE-2019-8907
vpecquerie/mysql,file,1:5.22+15-2+deb8u4,0,not yet assigned,resolved,1:5.22+15-2+deb8u5,922968,CVE-2019-8905
vpecquerie/mysql,file,1:5.22+15-2+deb8u4,0,not yet assigned,resolved,1:5.22+15-2+deb8u6,942830,CVE-2019-18218
vpecquerie/mysql,gcc-4.8,4.8.4-1,0,not yet assigned,open,undefined,undefined,CVE-2018-12886
vpecquerie/mysql,gcc-4.8,4.8.4-1,0,not yet assigned,open,undefined,undefined,CVE-2017-11671
vpecquerie/mysql,inetutils,2:1.9.2.39.3a460-3,0,low,open,undefined,945861,CVE-2019-0053
vpecquerie/mysql,krb5,1.12.1+dfsg-19+deb8u4,0,unimportant,open,undefined,278271,CVE-2004-0971
vpecquerie/mysql,krb5,1.12.1+dfsg-19+deb8u4,0,not yet assigned,resolved,1.12.1+dfsg-19+deb8u5,891869,CVE-2018-5730
vpecquerie/mysql,krb5,1.12.1+dfsg-19+deb8u4,0,not yet assigned,resolved,1.12.1+dfsg-19+deb8u5,891869,CVE-2018-5729
vpecquerie/mysql,krb5,1.12.1+dfsg-19+deb8u4,0,low,open,undefined,873563,CVE-2017-11462
vpecquerie/mysql,krb5,1.12.1+dfsg-19+deb8u4,0,unimportant,open,undefined,871698,CVE-2017-15088
vpecquerie/mysql,krb5,1.12.1+dfsg-19+deb8u4,0,unimportant,open,undefined,889684,CVE-2018-5709
vpecquerie/mysql,krb5,1.12.1+dfsg-19+deb8u4,0,not yet assigned,open,undefined,889685,CVE-2018-5710
vpecquerie/mysql,krb5,1.12.1+dfsg-19+deb8u4,0,not yet assigned,resolved,1.12.1+dfsg-19+deb8u5,917387,CVE-2018-20217
vpecquerie/mysql,less,458-3,0,unimportant,open,undefined,780247,CVE-2014-9488
vpecquerie/mysql,libbsd,0.7.0-2,0,not yet assigned,open,undefined,undefined,CVE-2019-20367
vpecquerie/mysql,libbsd,0.7.0-2,0,not yet assigned,resolved,0.7.0-2+deb8u1,undefined,CVE-2016-2090
vpecquerie/mysql,libxdmcp,1:1.1.1-1,0,not yet assigned,resolved,1:1.1.1-1+deb8u1,856399,CVE-2017-2625
vpecquerie/mysql,lvm2,2.02.111-2.2+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2020-8991
vpecquerie/mysql,ncurses,5.9+20140913-1+deb8u3,0,low,open,undefined,undefined,CVE-2018-19211
vpecquerie/mysql,ncurses,5.9+20140913-1+deb8u3,0,low,open,undefined,942401,CVE-2019-17594
vpecquerie/mysql,ncurses,5.9+20140913-1+deb8u3,0,low,open,undefined,942401,CVE-2019-17595
vpecquerie/mysql,nettle,2.7.1-5+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2018-16869
vpecquerie/mysql,openldap,2.4.40+dfsg-1+deb8u4,0,not yet assigned,resolved,2.4.40+dfsg-1+deb8u5,932997,CVE-2019-13057
vpecquerie/mysql,openldap,2.4.40+dfsg-1+deb8u4,0,unimportant,open,undefined,undefined,CVE-2017-17740
vpecquerie/mysql,openldap,2.4.40+dfsg-1+deb8u4,0,unimportant,open,undefined,undefined,CVE-2017-14159
vpecquerie/mysql,openldap,2.4.40+dfsg-1+deb8u4,0,not yet assigned,resolved,2.4.40+dfsg-1+deb8u5,932998,CVE-2019-13565
vpecquerie/mysql,openldap,2.4.40+dfsg-1+deb8u4,0,unimportant,open,undefined,undefined,CVE-2015-3276
vpecquerie/mysql,patch,2.7.5-1+deb8u1,0,unimportant,open,undefined,undefined,CVE-2010-4651
vpecquerie/mysql,patch,2.7.5-1+deb8u1,0,not yet assigned,resolved,2.7.5-1+deb8u2,932401,CVE-2019-13636
vpecquerie/mysql,patch,2.7.5-1+deb8u1,0,not yet assigned,resolved,2.7.5-1+deb8u3,undefined,CVE-2019-13638
vpecquerie/mysql,patch,2.7.5-1+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-6951
vpecquerie/mysql,patch,2.7.5-1+deb8u1,0,not yet assigned,resolved,2.7.5-1+deb8u3,undefined,CVE-2018-20969
vpecquerie/mysql,patch,2.7.5-1+deb8u1,0,unimportant,open,undefined,undefined,CVE-2016-10713
vpecquerie/mysql,patch,2.7.5-1+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-6952
vpecquerie/mysql,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,858678,CVE-2017-7245
vpecquerie/mysql,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,undefined,CVE-2017-11164
vpecquerie/mysql,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,858230,CVE-2017-7186
vpecquerie/mysql,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,858679,CVE-2017-7246
vpecquerie/mysql,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,858683,CVE-2017-7244
vpecquerie/mysql,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,undefined,CVE-2017-16231
vpecquerie/mysql,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,787641,CVE-2015-3217
vpecquerie/mysql,pwgen,2.07-1,0,unimportant,open,undefined,726578,CVE-2013-4441
vpecquerie/mysql,python-defaults,2.7.9-1,0,unimportant,open,undefined,498899,CVE-2008-4108
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u3,undefined,CVE-2018-20346
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,867618,CVE-2017-10989
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,undefined,CVE-2017-2519
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,undefined,CVE-2017-2518
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,unimportant,open,undefined,873762,CVE-2017-13685
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2019-16168
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2019-19603
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2019-20218
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2019-5827
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,946612,CVE-2019-19645
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,893195,CVE-2018-8740
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2018-20506
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,undefined,CVE-2017-2520
vpecquerie/mysql,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,929775,CVE-2019-8457
vpecquerie/mysql,sudo,1.8.10p3-1+deb8u5,0,not yet assigned,open,undefined,842507,CVE-2016-7076
vpecquerie/mysql,sudo,1.8.10p3-1+deb8u5,0,unimportant,open,undefined,947225,CVE-2019-19232
vpecquerie/mysql,sudo,1.8.10p3-1+deb8u5,0,not yet assigned,resolved,1.8.10p3-1+deb8u6,942322,CVE-2019-14287
vpecquerie/mysql,sudo,1.8.10p3-1+deb8u5,0,unimportant,open,undefined,283161,CVE-2005-1119
vpecquerie/mysql,sudo,1.8.10p3-1+deb8u5,0,not yet assigned,resolved,1.8.10p3-1+deb8u7,950371,CVE-2019-18634
vpecquerie/mysql,sudo,1.8.10p3-1+deb8u5,0,not yet assigned,open,undefined,805563,CVE-2015-8239
vpecquerie/mysql,sudo,1.8.10p3-1+deb8u5,0,unimportant,open,undefined,947225,CVE-2019-19234
vpecquerie/mysql,sudo,1.8.10p3-1+deb8u5,0,not yet assigned,open,undefined,undefined,CVE-2016-7032
vpecquerie/mysql,systemd,215-17+deb8u7,0,low,open,undefined,undefined,CVE-2018-16888
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,912005,CVE-2018-15686
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,undefined,CVE-2018-1049
vpecquerie/mysql,systemd,215-17+deb8u7,0,low,open,undefined,890779,CVE-2018-6954
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u11,undefined,CVE-2019-3815
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,912008,CVE-2018-15688
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u10,undefined,CVE-2019-6454
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u12,undefined,CVE-2017-18078
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,open,undefined,undefined,CVE-2019-20386
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u9,918841,CVE-2018-16864
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u12,undefined,CVE-2019-3842
vpecquerie/mysql,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u9,918848,CVE-2018-16865
vpecquerie/mysql,systemd,215-17+deb8u7,0,unimportant,open,undefined,725357,CVE-2013-4392
vpecquerie/mysql,unzip,6.0-16+deb8u3,0,not yet assigned,resolved,6.0-16+deb8u4,931433,CVE-2019-13232
vpecquerie/mysql,unzip,6.0-16+deb8u3,0,not yet assigned,resolved,6.0-16+deb8u6,889838,CVE-2018-1000035
vpecquerie/mysql,util-linux,2.25.2-6,0,not yet assigned,open,undefined,830802,CVE-2016-5011
vpecquerie/mysql,util-linux,2.25.2-6,0,unimportant,open,undefined,855943,CVE-2017-2616
vpecquerie/mysql,util-linux,2.25.2-6,0,unimportant,open,undefined,undefined,CVE-2015-5224
vpecquerie/mysql,util-linux,2.25.2-6,0,unimportant,open,undefined,798067,CVE-2015-5218
vpecquerie/mysql,util-linux,2.25.2-6,0,not yet assigned,open,undefined,815922,CVE-2016-2779
vpecquerie/mysql,vim,2:7.4.488-7+deb8u3,0,not yet assigned,resolved,2:7.4.488-7+deb8u4,undefined,CVE-2017-17087
vpecquerie/mysql,vim,2:7.4.488-7+deb8u3,0,unimportant,open,undefined,undefined,CVE-2017-1000382
vpecquerie/mysql,vim,2:7.4.488-7+deb8u3,0,not yet assigned,resolved,2:7.4.488-7+deb8u4,867720,CVE-2017-11109
vpecquerie/mysql,vim,2:7.4.488-7+deb8u3,0,not yet assigned,resolved,2:7.4.488-7+deb8u4,930020,CVE-2019-12735
vpecquerie/mysql,vim,2:7.4.488-7+deb8u3,0,unimportant,open,undefined,undefined,CVE-2008-4677
vpecquerie/mysql,zip,3.0-8,0,unimportant,open,undefined,903196,CVE-2018-13410
vpecquerie/mysql,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847270,CVE-2016-9841
vpecquerie/mysql,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847270,CVE-2016-9840
vpecquerie/mysql,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847275,CVE-2016-9843
vpecquerie/mysql,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847274,CVE-2016-9842
devdrops/nginx,jbigkit,2.1-3.1,0,unimportant,open,undefined,869708,CVE-2017-9937
devdrops/nginx,sensible-utils,0.0.9,0,not yet assigned,resolved,0.0.9+deb8u1,881767,CVE-2017-17512
bde2020/cassandra,audit,1:2.4-1,0,unimportant,open,undefined,795457,CVE-2015-5186
bde2020/cassandra,avahi,0.6.31-5,0,unimportant,open,undefined,917047,CVE-2017-6519
bde2020/cassandra,bzip2,1.0.6-7,0,not yet assigned,resolved,1.0.6-7+deb8u1,930886,CVE-2019-12900
bde2020/cassandra,bzip2,1.0.6-7,0,not yet assigned,resolved,1.0.6-7+deb8u1,827744,CVE-2016-3189
bde2020/cassandra,coreutils,8.23-4,0,low,open,undefined,816320,CVE-2016-2781
bde2020/cassandra,coreutils,8.23-4,0,unimportant,open,undefined,undefined,CVE-2017-18018
bde2020/cassandra,cryptsetup,2:1.6.6-5,0,unimportant,open,undefined,undefined,CVE-2016-4484
bde2020/cassandra,flac,1.3.0-3,0,low,open,undefined,897015,CVE-2017-6888
bde2020/cassandra,gcc-4.8,4.8.4-1,0,not yet assigned,open,undefined,undefined,CVE-2018-12886
bde2020/cassandra,gcc-4.8,4.8.4-1,0,not yet assigned,open,undefined,undefined,CVE-2017-11671
bde2020/cassandra,gcc-4.9,4.9.2-10,0,not yet assigned,open,undefined,undefined,CVE-2018-12886
bde2020/cassandra,gcc-4.9,4.9.2-10,0,not yet assigned,open,undefined,undefined,CVE-2015-5276
bde2020/cassandra,gcc-4.9,4.9.2-10,0,not yet assigned,open,undefined,undefined,CVE-2017-11671
bde2020/cassandra,glib2.0,2.42.1-1,0,not yet assigned,resolved,2.42.1-1+deb8u3,931234,CVE-2019-13012
bde2020/cassandra,glib2.0,2.42.1-1,0,not yet assigned,resolved,2.42.1-1+deb8u2,undefined,CVE-2018-16428
bde2020/cassandra,glib2.0,2.42.1-1,0,not yet assigned,resolved,2.42.1-1+deb8u2,undefined,CVE-2018-16429
bde2020/cassandra,glib2.0,2.42.1-1,0,unimportant,open,undefined,655044,CVE-2012-0039
bde2020/cassandra,glib2.0,2.42.1-1,0,not yet assigned,resolved,2.42.1-1+deb8u1,929753,CVE-2019-12450
bde2020/cassandra,inetutils,2:1.9.2.39.3a460-3,0,low,open,undefined,945861,CVE-2019-0053
bde2020/cassandra,lcms2,2.6-3,0,not yet assigned,resolved,2.6-3+deb8u2,907983,CVE-2018-16435
bde2020/cassandra,lcms2,2.6-3,0,not yet assigned,resolved,2.6-3+deb8u1,852627,CVE-2016-10165
bde2020/cassandra,libbsd,0.7.0-2,0,not yet assigned,open,undefined,undefined,CVE-2019-20367
bde2020/cassandra,libbsd,0.7.0-2,0,not yet assigned,resolved,0.7.0-2+deb8u1,undefined,CVE-2016-2090
bde2020/cassandra,libice,2:1.0.9-1,0,not yet assigned,resolved,2:1.0.9-1+deb8u1,856400,CVE-2017-2626
bde2020/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,902176,CVE-2018-11212
bde2020/cassandra,libjpeg-turbo,1:1.3.1-12,0,low,open,undefined,undefined,CVE-2019-2201
bde2020/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,902176,CVE-2018-11214
bde2020/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,902176,CVE-2018-11213
bde2020/cassandra,libjpeg-turbo,1:1.3.1-12,0,unimportant,open,undefined,878567,CVE-2017-15232
bde2020/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u2,741487,CVE-2018-14498
bde2020/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,902950,CVE-2018-1152
bde2020/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,819969,CVE-2016-3616
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,open,undefined,869166,CVE-2017-12562
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-16942
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u4,922372,CVE-2019-3832
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,open,undefined,860255,CVE-2017-7742
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-7741
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-7585
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2017-7586
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,862202,CVE-2017-8365
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,862205,CVE-2017-8361
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,862203,CVE-2017-8363
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,open,undefined,864704,CVE-2017-6892
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u3,917416,CVE-2018-19758
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,undefined,CVE-2018-19662
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,undefined,CVE-2018-19661
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,914381,CVE-2018-19432
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,876783,CVE-2017-14634
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,undefined,CVE-2018-13139
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,876682,CVE-2017-14245
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,876682,CVE-2017-14246
bde2020/cassandra,libsndfile,1.0.25-9.1+deb8u1,0,not yet assigned,resolved,1.0.25-9.1+deb8u2,862204,CVE-2017-8362
bde2020/cassandra,libvorbis,1.3.4-2,0,not yet assigned,resolved,1.3.4-2+deb8u2,876780,CVE-2018-10392
bde2020/cassandra,libvorbis,1.3.4-2,0,not yet assigned,resolved,1.3.4-2+deb8u1,893130,CVE-2018-5146
bde2020/cassandra,libvorbis,1.3.4-2,0,not yet assigned,resolved,1.3.4-2+deb8u3,876778,CVE-2017-14633
bde2020/cassandra,libvorbis,1.3.4-2,0,not yet assigned,resolved,1.3.4-2+deb8u2,876780,CVE-2018-10393
bde2020/cassandra,libvorbis,1.3.4-2,0,not yet assigned,resolved,1.3.4-2+deb8u2,876780,CVE-2017-14160
bde2020/cassandra,libvorbis,1.3.4-2,0,not yet assigned,resolved,1.3.4-2+deb8u3,870341,CVE-2017-11333
bde2020/cassandra,libxdmcp,1:1.1.1-1,0,not yet assigned,resolved,1:1.1.1-1+deb8u1,856399,CVE-2017-2625
bde2020/cassandra,libxtst,2:1.2.2-1,1,not yet assigned,resolved,2:1.2.2-1+deb8u1,840444,CVE-2016-7951
bde2020/cassandra,libxtst,2:1.2.2-1,1,not yet assigned,resolved,2:1.2.2-1+deb8u1,840444,CVE-2016-7952
bde2020/cassandra,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,858678,CVE-2017-7245
bde2020/cassandra,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,undefined,CVE-2017-11164
bde2020/cassandra,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,858230,CVE-2017-7186
bde2020/cassandra,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,858679,CVE-2017-7246
bde2020/cassandra,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,858683,CVE-2017-7244
bde2020/cassandra,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,undefined,CVE-2017-16231
bde2020/cassandra,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,787641,CVE-2015-3217
bde2020/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1122
bde2020/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1123
bde2020/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1124
bde2020/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1125
bde2020/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1126
bde2020/cassandra,python-defaults,2.7.9-1,0,unimportant,open,undefined,498899,CVE-2008-4108
bde2020/cassandra,sensible-utils,0.0.9,0,not yet assigned,resolved,0.0.9+deb8u1,881767,CVE-2017-17512
bde2020/cassandra,util-linux,2.25.2-6,0,not yet assigned,open,undefined,830802,CVE-2016-5011
bde2020/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,855943,CVE-2017-2616
bde2020/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,undefined,CVE-2015-5224
bde2020/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,798067,CVE-2015-5218
bde2020/cassandra,util-linux,2.25.2-6,0,not yet assigned,open,undefined,815922,CVE-2016-2779
